"한국표준직업분류6차","학력별","성별","연령","시점","평균연령[세]","평균근속년수[년]","근로일수[일]","총근로시간[시간]","소정실근로시간[시간]","초과근로시간[시간]","휴일근로시간[시간]","월임금총액[천원]","월급여액[천원]","정액급여[천원]","초과급여[천원]","전년도연간특별급여/12개월[천원]","연간특별급여[천원]","근로자수[명]",
"사무 종사자(3)","전학력","계","20 ~ 24","2017 년","22.7","1.4","21.2","174","167.6","6.4","1.6","1971","1854","1769","85","117","1404","139210",
"사무 종사자(3)","전학력","계","20 ~ 24","2018 년","22.7","1.4","19.5","159.6","153.7","5.9","1.3","2119","2002","1921","81","117","1399","129244",
"사무 종사자(3)","전학력","계","20 ~ 24","2019 년","22.7","1.5","19.3","157.2","151.9","5.3","1.1","2244","2115","2034","81","129","1547","121734",
"사무 종사자(3)","전학력","계","25 ~ 29","2012 년","27.3","2.4","20.8","172.2","163.9","8.3","-","2265","1977","1893","84","288","3453","371885",
"사무 종사자(3)","전학력","계","25 ~ 29","2013 년","27.2","2.4","20","165.1","156.9","8.2","-","2328","2028","1929","98","300","3605","359572",
"사무 종사자(3)","전학력","계","25 ~ 29","2014 년","27.2","2.3","20.1","166.8","158.7","8.1","-","2436","2121","2018","103","315","3780","378537",
"사무 종사자(3)","전학력","계","25 ~ 29","2015 년","27.2","2.3","22.1","179.4","175.4","4","2.1","2438","2163","2060","103","275","3303","368900",
"사무 종사자(3)","전학력","계","25 ~ 29","2016 년","27.2","2.3","21.3","176","168.8","7.2","1.8","2484","2225","2128","97","259","3110","383590",
"사무 종사자(3)","전학력","계","25 ~ 29","2017 년","27.2","2.2","21.2","175.6","168.2","7.4","1.6","2529","2271","2163","108","258","3091","404751",
"사무 종사자(3)","전학력","계","25 ~ 29","2018 년","27.2","2.3","19.7","162","155.1","6.9","1.6","2693","2422","2310","112","270","3241","408615",
"사무 종사자(3)","전학력","계","25 ~ 29","2019 년","27.2","2.3","19.4","159.4","152.8","6.6","1.4","2793","2531","2420","111","263","3151","402716",
"사무 종사자(3)","전학력","계","30 ~ 34","2012 년","31.9","4.7","20.8","171.9","163.7","8.2","-","2846","2404","2305","99","443","5311","457016",
"사무 종사자(3)","전학력","계","30 ~ 34","2013 년","31.9","4.6","20","165.4","156.7","8.8","-","2867","2441","2327","114","426","5112","468701",
"사무 종사자(3)","전학력","계","30 ~ 34","2014 년","32","4.4","20.2","167.5","158.8","8.7","-","3040","2570","2447","123","470","5642","508615",
"사무 종사자(3)","전학력","계","30 ~ 34","2015 년","32.1","4.5","22.2","180.4","175.8","4.5","2.4","3042","2621","2496","125","421","5049","484854",
"사무 종사자(3)","전학력","계","30 ~ 34","2016 년","32.1","4.5","21.4","176.6","169","7.6","2.1","3107","2670","2555","115","437","5242","486611",
"사무 종사자(3)","전학력","계","30 ~ 34","2017 년","32.1","4.3","21.3","175.7","167.9","7.8","1.9","3171","2755","2621","134","416","4997","474712",
"사무 종사자(3)","전학력","계","30 ~ 34","2018 년","32","4.4","19.6","161.7","154.3","7.3","1.8","3332","2882","2747","135","450","5400","458177",
"사무 종사자(3)","전학력","계","30 ~ 34","2019 년","32","4.5","19.4","160.1","153","7.1","1.6","3449","2999","2863","135","450","5401","459539",
"사무 종사자(3)","전학력","계","35 ~ 39","2012 년","37","7.1","20.9","172.8","164.5","8.2","-","3418","2882","2765","117","536","6433","395405",
"사무 종사자(3)","전학력","계","35 ~ 39","2013 년","37","7.1","20","165.4","157.2","8.3","-","3452","2900","2777","123","552","6624","398034",
"사무 종사자(3)","전학력","계","35 ~ 39","2014 년","36.9","7","20.2","166.9","158.5","8.3","-","3699","3069","2934","136","629","7552","412394",
"사무 종사자(3)","전학력","계","35 ~ 39","2015 년","36.9","6.9","22.3","180.4","176","4.4","2.2","3701","3127","2986","142","574","6885","442763",
"사무 종사자(3)","전학력","계","35 ~ 39","2016 년","36.9","6.9","21.5","177","169","8","2.3","3698","3132","2994","138","566","6786","474730",
"사무 종사자(3)","전학력","계","35 ~ 39","2017 년","36.9","6.6","21.3","175.8","168.1","7.6","2","3712","3189","3042","147","523","6277","490375",
"사무 종사자(3)","전학력","계","35 ~ 39","2018 년","36.9","6.7","19.7","162.1","154.9","7.2","1.9","3859","3314","3160","153","545","6545","509648",
"사무 종사자(3)","전학력","계","35 ~ 39","2019 년","37","6.8","19.5","159.9","152.9","7","1.7","4024","3448","3296","153","576","6912","518223",
"사무 종사자(3)","전학력","계","40 ~ 44","2012 년","41.9","9.4","21","173.3","165.4","8","-","3942","3282","3155","127","660","7920","349792",
"사무 종사자(3)","전학력","계","40 ~ 44","2013 년","41.9","9.3","20.1","165.9","158.2","7.7","-","3964","3307","3178","129","656","7875","366669",
"사무 종사자(3)","전학력","계","40 ~ 44","2014 년","41.9","9.3","20.3","167.6","159.5","8.1","-","4213","3478","3329","149","735","8825","402860",
"사무 종사자(3)","전학력","계","40 ~ 44","2015 년","42","9.1","22.3","180.6","176.6","4.1","2.1","4163","3483","3332","151","681","8169","432100",
"사무 종사자(3)","전학력","계","40 ~ 44","2016 년","42","9.1","21.5","177","169.8","7.2","2.1","4142","3490","3351","139","652","7820","445595",
"사무 종사자(3)","전학력","계","40 ~ 44","2017 년","42","8.6","21.4","175.6","168.6","6.9","1.9","4181","3568","3421","147","613","7354","447424",
"사무 종사자(3)","전학력","계","40 ~ 44","2018 년","42","8.9","19.8","162.3","155.7","6.6","2.1","4374","3725","3568","157","649","7791","455000",
"사무 종사자(3)","전학력","계","40 ~ 44","2019 년","42","9","19.6","160.6","153.8","6.8","1.7","4550","3859","3697","162","691","8288","459075",
"사무 종사자(3)","전학력","계","45 ~ 49","2012 년","46.9","11.8","21.1","174.1","165.9","8.1","-","4369","3600","3460","141","769","9227","246150",
"사무 종사자(3)","전학력","계","45 ~ 49","2013 년","46.9","11.7","20.2","167.5","159","8.6","-","4439","3656","3506","150","782","9389","256247",
"사무 종사자(3)","전학력","계","45 ~ 49","2014 년","46.8","11.7","20.3","168.1","160","8.1","-","4654","3805","3644","161","849","10183","292136",
"사무 종사자(3)","전학력","계","45 ~ 49","2015 년","46.8","11.4","22.4","181.1","177.1","4","2","4584","3805","3648","157","779","9343","327972",
"사무 종사자(3)","전학력","계","45 ~ 49","2016 년","46.8","11.3","21.6","177.1","170.3","6.8","1.9","4631","3869","3726","143","762","9139","369792",
"사무 종사자(3)","전학력","계","45 ~ 49","2017 년","46.9","10.9","21.5","175.9","169.5","6.4","1.7","4689","3947","3798","149","742","8905","394815",
"사무 종사자(3)","전학력","계","45 ~ 49","2018 년","46.9","11.3","19.9","162.8","156.5","6.3","1.9","4886","4117","3955","162","769","9229","414591",
"사무 종사자(3)","전학력","계","45 ~ 49","2019 년","46.9","11.2","19.7","160.7","154.5","6.2","1.7","4957","4186","4027","159","771","9251","436576",
"사무 종사자(3)","전학력","계","50 ~ 54","2012 년","51.8","13.4","21.1","175.1","166.7","8.5","-","4518","3770","3628","142","748","8974","181244",
"사무 종사자(3)","전학력","계","50 ~ 54","2013 년","51.8","13.5","20.3","167.8","159.5","8.3","-","4650","3860","3708","152","790","9480","197312",
"사무 종사자(3)","전학력","계","50 ~ 54","2014 년","51.9","13.2","20.4","168.4","160.3","8.1","-","4802","3993","3836","156","809","9711","206220",
"사무 종사자(3)","전학력","계","50 ~ 54","2015 년","51.9","13.4","22.4","181.6","177.3","4.3","2.1","4905","4078","3917","160","827","9929","229503",
"사무 종사자(3)","전학력","계","50 ~ 54","2016 년","51.9","13.4","21.6","177.2","170.8","6.4","1.8","4929","4140","3997","143","789","9470","249815",
"사무 종사자(3)","전학력","계","50 ~ 54","2017 년","51.9","12.8","21.5","176.2","169.8","6.4","1.9","5016","4245","4095","150","771","9246","257395",
"사무 종사자(3)","전학력","계","50 ~ 54","2018 년","51.8","12.9","20","163.6","157.4","6.3","1.9","5172","4373","4209","164","799","9587","277302",
"사무 종사자(3)","전학력","계","50 ~ 54","2019 년","51.8","13.3","19.8","160.9","154.9","6","1.7","5320","4534","4375","159","787","9440","317490",
"사무 종사자(3)","전학력","계","55 ~ 59","2012 년","56.7","11.3","21.3","174","167.8","6.2","-","4059","3494","3394","100","565","6777","83864",
"사무 종사자(3)","전학력","계","55 ~ 59","2013 년","56.6","12.4","20.4","167.9","161.2","6.7","-","4301","3690","3574","116","612","7340","94861",
"사무 종사자(3)","전학력","계","55 ~ 59","2014 년","56.7","11.9","20.5","168.5","161.9","6.6","-","4328","3762","3644","118","566","6788","102105",
"사무 종사자(3)","전학력","계","55 ~ 59","2015 년","56.6","12.4","22.5","182.3","178.5","3.8","2","4498","3922","3785","137","576","6914","129480",
"사무 종사자(3)","전학력","계","55 ~ 59","2016 년","56.6","12.8","21.8","177.9","171.9","6","1.8","4674","4081","3957","123","593","7121","155673",
"사무 종사자(3)","전학력","계","55 ~ 59","2017 년","56.8","13","21.6","176.5","170.7","5.8","1.8","4754","4143","4008","135","611","7326","171224",
"사무 종사자(3)","전학력","계","55 ~ 59","2018 년","56.8","12.9","20.1","163.5","157.9","5.6","1.9","4843","4253","4117","136","590","7082","198975",
"사무 종사자(3)","전학력","계","55 ~ 59","2019 년","56.9","13.5","19.8","161.1","155.7","5.4","1.7","5167","4521","4386","136","646","7750","216108",
"사무 종사자(3)","전학력","계","60세 ~","2012 년","65","8.9","21.3","173.8","169.9","3.9","-","3380","3093","3041","52","286","3438","57240",
"사무 종사자(3)","전학력","계","60세 ~","2013 년","65.1","9.3","20.5","166.3","163","3.3","-","3369","3100","3057","42","269","3232","62833",
"사무 종사자(3)","전학력","계","60세 ~","2014 년","65.1","8.6","20.6","167.2","163.8","3.4","-","3411","3136","3085","51","275","3296","70034",
"사무 종사자(3)","전학력","계","60세 ~","2015 년","64.9","9.1","22.5","181.2","179.4","1.8","1","3707","3387","3337","50","320","3839","84085",
"사무 종사자(3)","전학력","계","60세 ~","2016 년","64.9","9.1","21.8","175.7","172.8","2.9",".9","3794","3538","3492","46","255","3065","101522",
"사무 종사자(3)","전학력","계","60세 ~","2017 년","64.9","8.7","21.7","174.1","170.9","3.3","1","3679","3443","3383","60","236","2833","104032",
"사무 종사자(3)","전학력","계","60세 ~","2018 년","64.6","9.3","20.1","161.6","158.2","3.5","1.1","4292","4029","3950","79","263","3156","127234",
"사무 종사자(3)","전학력","계","60세 ~","2019 년","64.5","9.6","19.8","157.8","154.4","3.4","1","4155","3932","3856","76","223","2675","153893",
"사무 종사자(3)","전학력","남","계","2012 년","40.8","8.4","21","174.6","165","9.5","-","3882","3246","3109","137","636","7631","1360047",
"사무 종사자(3)","전학력","남","계","2013 년","41.1","8.6","20.1","167.5","157.9","9.6","-","4009","3346","3197","149","663","7955","1362140",
"사무 종사자(3)","전학력","남","계","2014 년","41","8.5","20.3","169.4","159.6","9.8","-","4228","3498","3333","165","730","8761","1456229",
"사무 종사자(3)","전학력","남","계","2015 년","41.7","8.7","22.4","182.3","176.8","5.5","2.8","4297","3609","3437","172","687","8249","1527555",
"사무 종사자(3)","전학력","남","계","2016 년","42.1","8.9","21.6","178.6","170.1","8.5","2.5","4371","3688","3531","157","683","8201","1605495",
"사무 종사자(3)","전학력","남","계","2017 년","42","8.5","21.5","177.7","169.2","8.5","2.4","4416","3770","3597","173","646","7748","1635598",
"사무 종사자(3)","전학력","남","계","2018 년","42.6","8.8","19.9","164.6","156.5","8.1","2.4","4638","3961","3780","181","677","8126","1682611",
"사무 종사자(3)","전학력","남","계","2019 년","43.2","9.2","19.7","162.6","154.5","8.1","2.2","4833","4127","3942","185","706","8476","1717728",
"사무 종사자(3)","전학력","남","~ 19세","2012 년","18.5",".5","20.2","163.3","158.5","4.8","-","1306","1292","1249","43","14","170","1346",
"사무 종사자(3)","전학력","남","~ 19세","2013 년","18.5",".7","18.6","149.7","138.9","10.8","-","1303","1285","1196","89","18","221","2556",
"사무 종사자(3)","전학력","남","~ 19세","2014 년","18.6",".9","19.8","170.7","158.2","12.5","-","1725","1646","1517","128","80","955","3122",
"사무 종사자(3)","전학력","남","~ 19세","2015 년","18.6",".7","22.2","175.3","170.9","4.4","3","1627","1590","1480","110","38","451","2561",
"사무 종사자(3)","전학력","남","~ 19세","2016 년","18.7",".9","21","172.5","163.3","9.2","3","1672","1620","1521","99","52","625","2888",
"사무 종사자(3)","전학력","남","~ 19세","2017 년","18.4",".8","21","177.3","164.5","12.8","2.6","1704","1668","1525","143","36","433","3649",
"사무 종사자(3)","전학력","남","~ 19세","2018 년","18.6",".8","19.5","159","150.2","8.8","2.4","1971","1896","1791","105","75","895","2363",
"사무 종사자(3)","전학력","남","~ 19세","2019 년","18.8",".5","19","155.4","149","6.4","2.1","2236","2209","2119","90","27","321","2533",
"사무 종사자(3)","전학력","남","20 ~ 24","2012 년","22.9",".9","21","176.5","162.5","14","-","1728","1659","1529","129","69","825","19549",
"사무 종사자(3)","전학력","남","20 ~ 24","2013 년","22.9","1","20.3","168.2","156.4","11.8","-","1788","1694","1564","131","93","1118","19158",
"사무 종사자(3)","전학력","남","20 ~ 24","2014 년","23","1","20.4","171.5","158.1","13.3","-","1840","1725","1581","144","115","1381","21867",
"사무 종사자(3)","전학력","남","20 ~ 24","2015 년","22.9","1","22.3","182.1","175.3","6.8","3.6","1854","1779","1645","134","76","908","21981",
"사무 종사자(3)","전학력","남","20 ~ 24","2016 년","23","1.1","21.5","178.2","168.7","9.5","2.8","1901","1834","1714","120","67","802","24805",
"사무 종사자(3)","전학력","남","20 ~ 24","2017 년","22.9","1.1","21.2","175.9","166.4","9.6","2.7","1981","1908","1775","133","73","873","29565",
"사무 종사자(3)","전학력","남","20 ~ 24","2018 년","23","1.2","19.8","163.6","154.1","9.4","2.8","2159","2079","1948","131","80","959","25991",
"사무 종사자(3)","전학력","남","20 ~ 24","2019 년","22.9","1.4","19.4","160","151.1","8.9","2.3","2287","2183","2041","142","104","1247","24628",
"사무 종사자(3)","전학력","남","25 ~ 29","2012 년","27.6","1.9","20.9","175.9","164.2","11.7","-","2446","2131","2012","119","315","3774","146106",
"사무 종사자(3)","전학력","남","25 ~ 29","2013 년","27.5","1.9","20.1","168.3","157.1","11.2","-","2500","2183","2049","134","317","3808","136519",
"사무 종사자(3)","전학력","남","25 ~ 29","2014 년","27.4","1.9","20.3","170.7","158.9","11.7","-","2585","2252","2104","147","333","3995","146697",
"사무 종사자(3)","전학력","남","25 ~ 29","2015 년","27.4","1.9","22.3","182.3","175.5","6.8","3.4","2607","2301","2151","150","307","3679","141848",
"사무 종사자(3)","전학력","남","25 ~ 29","2016 년","27.3","1.9","21.5","179","169.3","9.8","2.8","2627","2344","2210","134","283","3391","146924",
"사무 종사자(3)","전학력","남","25 ~ 29","2017 년","27.3","1.8","21.4","178.6","168.4","10.2","2.6","2687","2404","2253","150","283","3401","160174",
"사무 종사자(3)","전학력","남","25 ~ 29","2018 년","27.3","1.9","19.8","164.7","155.5","9.2","2.5","2857","2546","2394","152","311","3730","165446",
"사무 종사자(3)","전학력","남","25 ~ 29","2019 년","27.4","2","19.5","162.2","153.1","9.1","2.1","2974","2674","2519","155","300","3596","155813",
"사무 종사자(3)","전학력","남","30 ~ 34","2012 년","32","4.2","20.9","174.9","163.9","11","-","3082","2573","2442","131","508","6102","249159",
"사무 종사자(3)","전학력","남","30 ~ 34","2013 년","32","4.1","20.2","168.9","157.1","11.8","-","3128","2636","2483","153","492","5905","247096",
"사무 종사자(3)","전학력","남","30 ~ 34","2014 년","32.1","4","20.4","171.1","159.7","11.5","-","3333","2769","2607","162","564","6769","276055",
"사무 종사자(3)","전학력","남","30 ~ 34","2015 년","32.1","4.1","22.4","183.1","176.2","6.9","3.5","3289","2805","2636","169","484","5807","260241",
"사무 종사자(3)","전학력","남","30 ~ 34","2016 년","32.1","4.2","21.6","179.8","169.6","10.1","3.1","3384","2862","2707","156","521","6256","249837",
"사무 종사자(3)","전학력","남","30 ~ 34","2017 년","32.1","4","21.4","178.6","168.4","10.1","2.7","3443","2957","2780","178","486","5831","247707",
"사무 종사자(3)","전학력","남","30 ~ 34","2018 년","32.1","4.1","19.7","164.7","155.2","9.5","2.5","3605","3071","2897","173","534","6408","236684",
"사무 종사자(3)","전학력","남","30 ~ 34","2019 년","32.1","4.2","19.6","163.5","153.9","9.6","2.3","3703","3166","2981","185","537","6444","230671",
"사무 종사자(3)","전학력","남","35 ~ 39","2012 년","37","7","20.9","174.4","164.4","9.9","-","3772","3169","3027","142","603","7240","247878",
"사무 종사자(3)","전학력","남","35 ~ 39","2013 년","37","7","20.1","167.2","157","10.2","-","3845","3216","3064","153","629","7547","239690",
"사무 종사자(3)","전학력","남","35 ~ 39","2014 년","37","6.9","20.3","169.1","158.8","10.3","-","4093","3364","3195","170","729","8750","248420",
"사무 종사자(3)","전학력","남","35 ~ 39","2015 년","36.9","6.7","22.4","182.5","176.4","6.2","3.1","4103","3444","3262","182","659","7909","264468",
"사무 종사자(3)","전학력","남","35 ~ 39","2016 년","36.9","6.8","21.6","179.5","169.4","10.2","3","4116","3441","3263","178","675","8101","278281",
"사무 종사자(3)","전학력","남","35 ~ 39","2017 년","36.9","6.5","21.5","178.8","169","9.8","2.8","4126","3519","3325","194","607","7285","280291",
"사무 종사자(3)","전학력","남","35 ~ 39","2018 년","37","6.5","19.9","165.4","155.9","9.5","2.8","4271","3641","3439","202","629","7552","285160",
"사무 종사자(3)","전학력","남","35 ~ 39","2019 년","37.1","6.6","19.6","163.2","153.9","9.3","2.4","4437","3755","3550","205","682","8179","287004",
"사무 종사자(3)","전학력","남","40 ~ 44","2012 년","41.9","10.3","20.9","174","165","9","-","4468","3681","3535","147","787","9441","241351",
"사무 종사자(3)","전학력","남","40 ~ 44","2013 년","42","10.2","20.1","166.6","157.8","8.8","-","4580","3771","3616","154","810","9717","240318",
"사무 종사자(3)","전학력","남","40 ~ 44","2014 년","42","10.2","20.3","169","159.3","9.7","-","4913","4000","3815","185","913","10957","256140",
"사무 종사자(3)","전학력","남","40 ~ 44","2015 년","42","9.8","22.4","182.2","177","5.2","2.7","4831","3998","3807","190","833","9994","267193",
"사무 종사자(3)","전학력","남","40 ~ 44","2016 년","42","9.6","21.5","178.8","170","8.8","2.6","4783","3990","3818","172","793","9512","271522",
"사무 종사자(3)","전학력","남","40 ~ 44","2017 년","42","9.2","21.5","177.7","169","8.7","2.5","4815","4081","3888","193","734","8808","264667",
"사무 종사자(3)","전학력","남","40 ~ 44","2018 년","42","9.3","19.9","164.8","156.5","8.4","2.8","4994","4219","4014","204","776","9309","264631",
"사무 종사자(3)","전학력","남","40 ~ 44","2019 년","42","9.5","19.7","163.9","154.7","9.2","2.4","5215","4376","4155","221","839","10072","260274",
"사무 종사자(3)","전학력","남","45 ~ 49","2012 년","46.9","13","21","174.2","165.3","8.9","-","4890","3980","3820","160","911","10927","185605",
"사무 종사자(3)","전학력","남","45 ~ 49","2013 년","46.9","13.1","20.1","167.3","158","9.3","-","5021","4070","3897","173","951","11417","189218",
"사무 종사자(3)","전학력","남","45 ~ 49","2014 년","46.9","13.2","20.3","168.4","159.2","9.1","-","5407","4337","4144","192","1070","12843","206581",
"사무 종사자(3)","전학력","남","45 ~ 49","2015 년","46.9","13","22.3","181.7","177","4.7","2.3","5382","4393","4201","193","988","11862","222994",
"사무 종사자(3)","전학력","남","45 ~ 49","2016 년","46.9","12.9","21.6","177.9","170.1","7.7","2.2","5470","4485","4310","175","985","11819","241497",
"사무 종사자(3)","전학력","남","45 ~ 49","2017 년","46.9","12.4","21.5","177.1","169.6","7.5","2","5529","4589","4403","186","939","11271","251387",
"사무 종사자(3)","전학력","남","45 ~ 49","2018 년","47","12.7","19.9","164.7","157.1","7.6","2.3","5717","4751","4547","204","966","11595","258919",
"사무 종사자(3)","전학력","남","45 ~ 49","2019 년","47","12.5","19.8","163.1","155.2","7.9","2.1","5834","4853","4648","206","981","11773","261722",
"사무 종사자(3)","전학력","남","50 ~ 54","2012 년","51.8","14.3","21","174.8","166","8.9","-","4866","4029","3874","155","837","10042","148670",
"사무 종사자(3)","전학력","남","50 ~ 54","2013 년","51.9","14.8","20.2","167.2","158.6","8.6","-","5102","4187","4021","166","914","10971","155360",
"사무 종사자(3)","전학력","남","50 ~ 54","2014 년","51.9","14.6","20.3","168.1","159.6","8.5","-","5357","4397","4221","176","960","11526","156770",
"사무 종사자(3)","전학력","남","50 ~ 54","2015 년","51.9","15","22.4","181.9","177","4.9","2.4","5514","4517","4329","188","997","11969","172715",
"사무 종사자(3)","전학력","남","50 ~ 54","2016 년","51.9","15","21.6","177.6","170.6","7","2","5565","4604","4438","166","961","11530","183956",
"사무 종사자(3)","전학력","남","50 ~ 54","2017 년","51.9","14.5","21.5","177","169.8","7.2","2.2","5743","4791","4612","179","953","11432","182547",
"사무 종사자(3)","전학력","남","50 ~ 54","2018 년","51.9","14.8","20","164.4","157.2","7.2","2.2","5976","4976","4775","201","1000","11999","191926",
"사무 종사자(3)","전학력","남","50 ~ 54","2019 년","51.9","15.3","19.8","162.5","155.3","7.3","2.1","6197","5193","4992","201","1004","12050","212883",
"사무 종사자(3)","전학력","남","55 ~ 59","2012 년","56.6","12","21.3","174.4","167.9","6.4","-","4323","3696","3588","109","627","7523","69555",
"사무 종사자(3)","전학력","남","55 ~ 59","2013 년","56.6","13.2","20.4","167.9","161","6.9","-","4570","3888","3766","122","683","8191","78973",
"사무 종사자(3)","전학력","남","55 ~ 59","2014 년","56.7","12.5","20.5","168.8","161.6","7.2","-","4569","3944","3814","130","625","7500","81962",
"사무 종사자(3)","전학력","남","55 ~ 59","2015 년","56.6","13.3","22.5","182.3","178.2","4.1","2.2","4833","4188","4034","155","645","7738","103059",
"사무 종사자(3)","전학력","남","55 ~ 59","2016 년","56.7","13.9","21.7","178.3","171.8","6.6","1.9","5069","4384","4245","139","685","8218","121587",
"사무 종사자(3)","전학력","남","55 ~ 59","2017 년","56.8","14.2","21.6","177.3","170.8","6.5","2.1","5196","4489","4336","154","707","8481","131422",
"사무 종사자(3)","전학력","남","55 ~ 59","2018 년","56.8","14.3","20.1","164.3","158","6.3","2.3","5329","4635","4477","158","694","8325","148782",
"사무 종사자(3)","전학력","남","55 ~ 59","2019 년","56.9","14.9","19.8","162","155.8","6.2","2","5721","4937","4778","159","784","9412","160259",
"사무 종사자(3)","전학력","남","60세 ~","2012 년","65","9","21.3","173.9","170","3.9","-","3427","3145","3091","54","283","3394","50829",
"사무 종사자(3)","전학력","남","60세 ~","2013 년","65.2","9.5","20.5","166.5","163","3.5","-","3440","3159","3116","44","281","3374","53252",
"사무 종사자(3)","전학력","남","60세 ~","2014 년","65.1","8.8","20.6","168.1","164.5","3.6","-","3499","3194","3140","54","305","3665","58616",
"사무 종사자(3)","전학력","남","60세 ~","2015 년","65","9.3","22.5","181.5","179.7","1.8","1","3779","3454","3403","52","325","3899","70495",
"사무 종사자(3)","전학력","남","60세 ~","2016 년","65.1","9.3","21.8","176.2","173.2","3",".9","3912","3644","3595","49","268","3221","84197",
"사무 종사자(3)","전학력","남","60세 ~","2017 년","65.1","8.9","21.7","174.7","171.2","3.5","1.1","3824","3578","3512","66","246","2948","84189",
"사무 종사자(3)","전학력","남","60세 ~","2018 년","64.8","9.6","20.1","162.5","158.7","3.8","1.2","4461","4177","4092","85","285","3414","102709",
"사무 종사자(3)","전학력","남","60세 ~","2019 년","64.7","9.8","19.8","158.1","154.5","3.6","1.1","4341","4097","4017","80","244","2929","121942",
"사무 종사자(3)","전학력","여","계","2012 년","34","5.1","20.8","170.4","164.7","5.7","-","2461","2140","2073","68","321","3851","903431",
"사무 종사자(3)","전학력","여","계","2013 년","34.4","5.3","20","163.9","157.9","6","-","2524","2195","2116","78","329","3948","973730",
"사무 종사자(3)","전학력","여","계","2014 년","35","5.3","20.1","164.5","159","5.5","-","2672","2328","2249","79","344","4133","1051477",
"사무 종사자(3)","전학력","여","계","2015 년","35.6","5.5","22.2","177.9","175.8","2.1","1.2","2723","2393","2317","76","330","3956","1109649",
"사무 종사자(3)","전학력","여","계","2016 년","36.1","5.6","21.4","174.1","169.2","5","1.2","2800","2479","2403","76","321","3853","1207430",
"사무 종사자(3)","전학력","여","계","2017 년","36.5","5.5","21.2","173","168.1","5","1.1","2878","2551","2470","81","328","3930","1264971",
"사무 종사자(3)","전학력","여","계","2018 년","37.1","5.9","19.6","159.2","154.6","4.6","1","3092","2743","2656","87","350","4197","1308839",
"사무 종사자(3)","전학력","여","계","2019 년","37.8","6.2","19.4","156.8","152.6","4.1",".9","3256","2899","2817","82","357","4282","1377442",
"사무 종사자(3)","전학력","여","~ 19세","2012 년","18.6",".8","20.4","170.1","159.9","10.2","-","1507","1412","1334","78","95","1139","7229",
"사무 종사자(3)","전학력","여","~ 19세","2013 년","18.6",".8","19.7","160.3","151.7","8.6","-","1596","1436","1332","104","160","1916","11963",
"사무 종사자(3)","전학력","여","~ 19세","2014 년","18.6",".8","19.9","163.2","156.7","6.6","-","1650","1558","1492","66","92","1103","10567",
"사무 종사자(3)","전학력","여","~ 19세","2015 년","18.7",".9","21.9","175","173","2","1.5","1601","1502","1440","62","100","1195","8915",
"사무 종사자(3)","전학력","여","~ 19세","2016 년","18.6",".8","21.3","174.8","169.4","5.4","1","1660","1594","1535","59","66","794","10095",
"사무 종사자(3)","전학력","여","~ 19세","2017 년","18.6",".9","21.2","176","167.9","8","1.6","1802","1732","1644","88","70","838","12981",
"사무 종사자(3)","전학력","여","~ 19세","2018 년","18.7",".9","19","156.9","150.4","6.5",".8","1898","1836","1763","73","62","744","10300",
"사무 종사자(3)","전학력","여","~ 19세","2019 년","18.6",".8","18.8","153","148.5","4.6","1.3","2043","1960","1889","72","83","993","7283",
"사무 종사자(3)","전학력","여","20 ~ 24","2012 년","22.7","1.2","20.8","170.7","164.3","6.4","-","1676","1546","1489","57","130","1557","92760",
"사무 종사자(3)","전학력","여","20 ~ 24","2013 년","22.6","1.4","20.3","166","159","7","-","1828","1621","1539","82","207","2487","97964",
"사무 종사자(3)","전학력","여","20 ~ 24","2014 년","22.6","1.3","20","164.2","158.3","5.9","-","1830","1673","1609","64","157","1882","99249",
"사무 종사자(3)","전학력","여","20 ~ 24","2015 년","22.6","1.4","22","177.2","175","2.2","1.3","1829","1706","1650","56","123","1472","104090",
"사무 종사자(3)","전학력","여","20 ~ 24","2016 년","22.6","1.5","21.3","174","168.7","5.3","1.3","1921","1786","1724","62","135","1616","107808",
"사무 종사자(3)","전학력","여","20 ~ 24","2017 년","22.6","1.4","21.2","173.5","167.9","5.6","1.2","1969","1840","1768","72","129","1547","109645",
"사무 종사자(3)","전학력","여","20 ~ 24","2018 년","22.6","1.5","19.5","158.6","153.6","4.9",".9","2109","1983","1915","69","126","1510","103253",
"사무 종사자(3)","전학력","여","20 ~ 24","2019 년","22.7","1.5","19.3","156.4","152","4.4",".8","2233","2097","2032","66","135","1624","97106",
"사무 종사자(3)","전학력","여","25 ~ 29","2012 년","27.1","2.7","20.6","169.8","163.7","6","-","2148","1878","1816","62","270","3244","225779",
"사무 종사자(3)","전학력","여","25 ~ 29","2013 년","27.1","2.7","19.9","163.1","156.7","6.4","-","2223","1933","1856","77","290","3481","223054",
"사무 종사자(3)","전학력","여","25 ~ 29","2014 년","27.1","2.6","20","164.3","158.5","5.8","-","2341","2038","1963","75","304","3644","231840",
"사무 종사자(3)","전학력","여","25 ~ 29","2015 년","27","2.6","22","177.5","175.3","2.2","1.2","2333","2077","2003","74","256","3069","227051",
"사무 종사자(3)","전학력","여","25 ~ 29","2016 년","27","2.6","21.2","174.1","168.5","5.6","1.1","2395","2151","2077","74","245","2935","236666",
"사무 종사자(3)","전학력","여","25 ~ 29","2017 년","27","2.4","21.1","173.6","168","5.6","1","2425","2184","2105","80","241","2888","244577",
